"STA","Station Name","Elevation","Latitude","Longitude","Nearby City","Hydro","Basin","Owner","Maintenance","Operator","Map","Collect","County Name","Basin Name","Agency Name","Hydro Area","Sensors"
"UMN","MT. UMUNHUM #2","3090","37.158","-121.904","LEXINGTON HILLS","2","2801","999","999","143","23","0","SANTA CLARA","SF BAY","Santa Clara County","SAN FRANCISCO BAY","16"
"UMT","UPPER MET","7920","38.4518","-120.1353","ARNOLD","6","8301","999","250","250","17","2","CALAVERAS","MOKELUMNE R","UC Merced","SAN JOAQUIN RIVER","2,4,9,10,12,14,18,29,77"
"UNI","UNION ISLAND","0","37.822101","-121.37499","BYRON","5","8101","999","999","50","22","0","SAN JOAQUIN","DELTA","US Bureau of Reclamation","SACRAMENTO RIVER","14,25,100"
"UNV","UNION VALLEY","4870","38.864","-120.438","RIVERTON","5","7701","999","999","85","18","0","EL DORADO","AMERICAN R","Sacramento Municipal Utility District","SACRAMENTO RIVER","6,15,22,48"
"UP1","UPRR CROSSING 1 WEST LEVEE WELL","67","39.01889","-121.611115","ABBOTT","5","7301","999","999","703","12","4","SUTTER","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","14,186,190,254,255"
"UP2","UPRR CROSSING 2 WEST LEVEE WELL","66","39.019722","-121.611946","ABBOTT","5","7301","999","999","703","12","4","SUTTER","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","14,186,190,254,255"
"UP3","UPRR CROSSING 3 WEST LEVEE WELL","65","39.020279","-121.612503","ABBOTT","5","7301","999","999","703","12","4","SUTTER","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","14,186,190,254,255"
"UPM","UPPER MATTOLE","255","99.999","-999.999",,"1","1201","999","999","999","999","0","none specified","EEL R",".None Specified","NORTH COAST","2"
"UPT","UPPER TRUCKEE AT SOUTH LAKE TAHOE","6229","38.9224090576172","-119.991569519043","SOUTH LAKE TAHOE","8","10501","999","999","58","19","0","EL DORADO","TRUCKEE R","US Geological Survey","NORTH LAHONTAN","1,14,20"
"USC","LOS ANGELES / USC","185","34.021667","-118.291389","LOS ANGELES","4","4801","999","999","40","46","13","LOS ANGELES","LOS ANGELES R","National Weather Service","SOUTH COAST","2,45"
"USL","U SAN LEANDRO","477","37.7644","-122.1016","OAKLAND","2","2101","999","999","86","21","0","ALAMEDA","ALAMEDA CR","East Bay Municipal Utility District","SAN FRANCISCO BAY","15"
"UTI","UTICA RESERVOIR","6819","38.440277","-120.00222","BIG MEADOW","6","8501","999","999","615","17","37","ALPINE","STANISLAUS R","Northern California Power Agency","SAN JOAQUIN RIVER","6,15"
"UTM","UPPER THUNDER MOUNTAIN","8500","34.265","-117.608","WRIGHTWOOD","4","5701","999","999","999","47","0","LOS ANGELES","SANTA ANA R",".None Specified","SOUTH COAST","3,18,82"
"UTR","UPPER TRUCKEE","6400","38.873","-119.983",,"8","10601","999","999","54","19","0","EL DORADO","LAKE TAHOE","Natural Resources Conservation Service","NORTH LAHONTAN","3,18,82"
"UTY","UPPER TYNDALL CREEK","11400","36.65","-118.397","LONE PINE","7","9701","999","999","56","32","0","TULARE","KERN R","US Army Corps of Engineers","TULARE LAKE","3,4,14,18,30,31,32,82"
"UWD","UPPER WOODCHUCK MEADOW","9100","37.038","-118.903",,"7","9401","999","999","999","26","0","FRESNO","KINGS R",".None Specified","TULARE LAKE","3,18,82"
"UWH","UPPER WILD HORSE MEADOW","8680","34.205","-116.76",,"4","5701","999","999","999","48","0","SAN BERNARDINO","SANTA ANA R",".None Specified","SOUTH COAST","3,18,82"
"VAL","VALLEY CENTER","1370","33.2394","-117.0142","ESCONDIDO","4","5901","999","999","3","54","0","SAN DIEGO","SAN LUIS REY R","CA Dept of Forestry and Fire Protection","SOUTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"VAN","VANDENBERG","1050","34.759","-120.486","LOMPOC","3","4001","999","999","44","44","0","SANTA BARBARA","SANTA YNEZ R","US Forest Service","CENTRAL COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"VAR","VAN ARSDALE RESERVOIR 24HR AVG","1494","39.3839","-123.1025","POTTER VALLEY","1","1201","999","999","60","11","0","MENDOCINO","EEL R","Pacific Gas & Electric","NORTH COAST","6,15"
"VBR","WILDCAT CREEK AT VALE","84","37.9531929754587","-122.338302620209","SAN PABLO","2","2001","999","999","107","21","23","CONTRA COSTA","EAST BAY","Contra Costa County","SAN FRANCISCO BAY","1"
"VCA","SANTA CLARA RIVER AT VICTORIA AVENUE","30","34.235","-119.2158","OXNARD","4","4601","999","999","156","45","0","VENTURA","SANTA CLARA R","Ventura County","SOUTH COAST","1,169"
"VCT","VICTORVILLE PUMP PLANT","2858","34.533","-117.3","VICTORVILLE","9","11501","999","999","40","47","0","SAN BERNARDINO","MOJAVE DESERT","National Weather Service","SOUTH LAHONTAN","2"
"VCU","VICTORIA CANAL NEAR BYRON","0","37.8717","-121.5283","STOCKTON","6","8101","999","999","5","23","0","SAN JOAQUIN","DELTA","USGS/DWR","SAN JOAQUIN RIVER","1,5,20,21,25,27,28,41,61,62,100"
"VDM","VIDETTE MEADOW","9500","36.758","-118.41","CEDAR GROVE","7","9401","999","999","999","32","0","FRESNO","KINGS R",".None Specified","TULARE LAKE","3,18,82"
"VEN","VENADO","1260","38.608699798584","-123.018058776855","HEALDSBURG","1","1601","702","702","702","999","0","SONOMA","RUSSIAN R","CA Dept of Water Resources/DFM-Hydro-SMN","NORTH COAST","2,4,9,10,11,12,13,14,16,45"
"VER","VERNALIS (USBR)","0","37.679376","-121.265002","MODESTO","6","9001","999","999","50","22","0","SAN JOAQUIN","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","14,25,100"
"VEW","VACAVILLE EASTERLY WASTE WATER TREATMENT","62","38.343177","-121.904634","ELMIRA","2","8101","221","221","221","0","99","SOLANO","DELTA","Solano County Water Agency","SAN FRANCISCO BAY","45"
"VFP","VENTURA RIVER - FOSTER PARK","200","34.35","-119.31","CASITAS SPRINGS","4","4401","999","999","58","45","2","VENTURA","VENTURA R","US Geological Survey","SOUTH COAST","1,14,169"
"VGL","VIRGINIA LAKES","9400","38.057","-119.247","BRIDGEPORT","8","10801","999","999","1","19","0","MONO","WALKER R","CA Dept of Water Resources","NORTH LAHONTAN","3,18,82"
"VIC","VICTORIA ISLAND","0","37.890763","-121.488324","BYRON","5","8101","999","999","50","22","0","SAN JOAQUIN","DELTA","US Bureau of Reclamation","SACRAMENTO RIVER","14,25,100,146"
"VIL","VAIL LAKE","1470","33.496","-116.976","TEMECULA","4","5801","999","999","95","55","0","RIVERSIDE","SANTA MARGARITA R","Rancho Calif Water District","SOUTH COAST","2,6,14,15"
"VIN","SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH","185","39.9087371826172","-122.092468261719","CORNING","5","6501","700","707","707","12","0","TEHAMA","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,41,169"
"VLC","VOLCANIC KNOB","10050","37.3878593444824","-118.90503692627","LAKESHORE","6","9001","50","702","50","999","0","FRESNO","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","3,4,14,18,25,30,31,32,73,82"
"VLP","VILLA PARK","584","33.815","-117.832","ORANGE","4","5701","999","999","130","54","0","ORANGE","SANTA ANA R","Orange County","SOUTH COAST","15"
"VLT","VOLTA PH","2200","40.467","-121.867","SHINGLETOWN","5","7001","999","999","60","9","0","SHASTA","SACTO VLY NE","Pacific Gas & Electric","SACRAMENTO RIVER","2,45"
"VLY","VALYERMO","3780","34.446","-117.851","PEARBLOSSOM","9","4651","999","999","44","47","0","LOS ANGELES","ANTELOPE VALLEY","US Forest Service","SOUTH LAHONTAN","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"VNE","VENICE ISLAND","0","38.05","-121.496","LODI","5","8101","999","999","1","17","0","SAN JOAQUIN","DELTA","CA Dept of Water Resources","SACRAMENTO RIVER","1,2,14"
"VNI","SAN JOAQUIN RIVER AT VENICE ISLAND","0","38.050178527832","-121.496696472168","LODI","5","9001","999","999","703","999","0","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","1,2,14,17,45,141"
"VNM","VAN MAREN","118","38.6983056","-121.3086944","CITRUS HEIGHTS","5","6501","999","999","134","16","0","SACRAMENTO","SACRAMENTO R","Sacramento County","SACRAMENTO RIVER","1,16"
"VNN","VERNON LAKE","6700","38.017","-119.717","MATHER","6","8601","999","999","52","19","0","TUOLUMNE","TUOLUMNE R","Yosemite National Park","SAN JOAQUIN RIVER","3,18,82"
"VNO","SACRAMENTO R AT VINA EAST BANK O/F","185","39.9087371826172","-122.092468261719","CORNING","5","6501","999","999","707","12","6","TEHAMA","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,20"
"VNR","VENTURA","135","34.28","-119.3","VENTURA","4","4601","999","999","999","45","0","VENTURA","SANTA CLARA R",".None Specified","SOUTH COAST","2"
"VNS","SAN JOAQUIN RIVER NEAR VERNALIS","35","37.6760406494141","-121.266326904297","MODESTO","6","9001","700","999","5","23","0","SAN JOAQUIN","SAN JOAQUIN R","USGS/DWR","SAN JOAQUIN RIVER","1,14,20,41,146,169"
"VNT","VINTON","4944","39.8","-120.183","PORTOLA","5","7301","999","999","40","14","0","PLUMAS","FEATHER R","National Weather Service","SACRAMENTO RIVER","2,45"
"VOL","VOLANTI","8","38.181","-122.046","FAIRFIELD","5","8101","999","999","705","16","0","SOLANO","DELTA","CA Dept of Water Resources/Div of Environmental Services","SACRAMENTO RIVER","1,5,14,25,27,28,61,62,100"
"VON","SACRAMENTO RIVER AT VERONA","43","38.7741546630859","-121.598068237305","VERONA","5","6501","700","999","5","999","0","SUTTER","SACRAMENTO R","USGS/DWR","SACRAMENTO RIVER","1,14,20,25,27,41,100,169"
"VRG","VIRGINIA LAKES RIDGE","9300","38.077","-119.234","BRIDGEPORT","8","10801","999","999","54","19","0","MONO","WALKER R","Natural Resources Conservation Service","NORTH LAHONTAN","2,3,4,18,30,31,32,45,82"
"VRN","VIEIRA RANCH","372","37.665","-121.469","TRACY","6","9001","999","999","139","23","0","SAN JOAQUIN","SAN JOAQUIN R","San Joaquin County","SAN JOAQUIN RIVER","16"
"VRS","DRY CREEK AT VERNON STREET BRIDGE","140","38.734","-121.301","ROSEVILLE","5","7701","999","999","73","17","0","SACRAMENTO","AMERICAN R","City of Roseville","SACRAMENTO RIVER","1"
"VRV","VERMILLION VALLEY","7500","37.385","-118.972","HUNTINGTON LAKE","6","9001","999","999","999","26","0","FRESNO","SAN JOAQUIN R",".None Specified","SAN JOAQUIN RIVER","3,18,82"
"VSB","VALLECITOS","635","37.5985","-121.8193","PLEASANTON","2","2801","999","999","703","23","0","ALAMEDA","SF BAY","CA Dept of Water Resources/Operations and Maintenance","SAN FRANCISCO BAY","25,27,62,100,114,146,149"
"VSL","VISALIA","325","36.333","-119.3","VISALIA","7","9801","999","999","40","31","0","TULARE","TULARE LAKE","National Weather Service","TULARE LAKE","2"
"VTC","VENTANA CONE","4750","36.3","-121.714","BIG SUR","3","3601","999","999","127","29","0","MONTEREY","CARMEL R","Monterey County","CENTRAL COAST","16"
"VTU","VENTURA COUNTY GOVERNMENT CENTER","280","34.268","-119.209","VENTURA","4","4601","999","999","156","45","0","VENTURA","SANTA CLARA R","Ventura County","SOUTH COAST","16"
"VVL","VAN VLECK","6700","38.943947","-120.306058","ICE HOUSE","5","7701","999","999","85","17","0","EL DORADO","AMERICAN R","Sacramento Municipal Utility District","SACRAMENTO RIVER","2,3,4,30,31,32,82"
"VWD","SAN LORENZO VALLEY WATER DISTRICT","495","37.123444","-122.121864","BOULDER CREEK","3","2901","290","290","290","0","99","SANTA CRUZ","SAN LORENZO R","San Lorenzo Valley Water District","CENTRAL COAST","4,16"
"W12","SF WILLOW CREEK DIVERSION TO CONDUIT 1","3560","37.29631","-119.49707","WISHON","6","9001","999","999","60","0","20","MADERA","SAN JOAQUIN R","Pacific Gas & Electric","SAN JOAQUIN RIVER","1,110"
"W14","W14 WILLOW CK DIV TO NO. 1 CONDUIT","2472","37.2073","-119.4973","BASS LAKE","6","9001","999","999","61","25","0","MADERA","SAN JOAQUIN R","Pacific Gas and Electric Company, Auberry","SAN JOAQUIN RIVER","1,14,110"
"W21","CHILKOOT LAKE","7475","37.41152","-119.48464","BASS LAKE","6","9001","999","999","60","0","2","MADERA","SAN JOAQUIN R","Pacific Gas & Electric","SAN JOAQUIN RIVER","1,14"
"W3B","WILLOW CK NR 3RD BRIDGE","82","38.430408","-123.06781","JENNER","1","1601","999","999","40","0","2","SONOMA","RUSSIAN R","National Weather Service","NORTH COAST","1,25"
"W54","SAN JOAQUIN R - MONITORING WELL #54","165","36.7826","-120.3123","MENDOTA","6","9001","999","999","50","30","0","MADERA","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","14,25,100,170"
"W75","SAN JOAQUIN R - MONITORING WELL #75","120","36.9313","-120.4707","FIREBAUGH","6","9001","999","999","50","30","0","SAN JOAQUIN","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","14,25,100,170"
"W89","SAN JOAQUIN R - MONITORING WELL #89","100","37.028","-120.5444","LOS BANOS","6","9001","999","999","50","24","0","FRESNO","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","14,25,100,170"
"W90","SAN JOAQUIN R - MONITORING WELL #90","120","37.1284","-120.5848","EL NIDO","6","9001","999","999","50","24","2","MERCED","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","14,25,100,170"
"W92","SAN JOAQUIN R - MONITORING WELL #92","100","37.1045","-120.5916","LOS BANOS","6","9001","999","999","50","24","0","MERCED","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","14,25,100,170"
"WBB","WEBBER LAKE","7000","39.485","-120.425","SIERRAVILLE","8","10501","999","999","81","14","0","SIERRA","TRUCKEE R","Nevada Irrigation District","NORTH LAHONTAN","3,18,82"
"WBE","WALKER BASIN (EAST)","4220","35.384","-118.412","TEHACHAPI","7","9750","999","999","115","39","0","KERN","CALIENTE CR","Kern County","TULARE LAKE","14,16"
"WBM","WABENA MEADOWS","6300","39.227","-120.402","SODA SPRINGS","5","7701","999","999","87","14","0","PLACER","AMERICAN R","Placer County Water Agency","SACRAMENTO RIVER","3,18,82"
"WBN","WALKER BASIN","3230","35.382","-118.546","TEHACHAPI","7","9750","999","999","115","39","0","KERN","CALIENTE CR","Kern County","TULARE LAKE","14,16"
"WBP","WEST BIG PINE","6360","34.69056","-119.66444","SANTA YNEZ","3","4001","999","999","142","45","0","SANTA BARBARA","SANTA YNEZ R","Santa Barbara County","CENTRAL COAST","16"
"WBR","MOKELUMNE RIVER AT WOODBRIDGE","46","38.159","-121.302","WOODBRIDGE","6","8301","999","999","86","17","0","SAN JOAQUIN","MOKELUMNE R","East Bay Municipal Utility District","SAN JOAQUIN RIVER","1"
"WC3","WARD CREEK 3","6750","39.135574","-120.218678","TAHOE CITY","8","10601","999","999","54","13","0","PLACER","LAKE TAHOE","Natural Resources Conservation Service","NORTH LAHONTAN","2,3,4,18,30,31,32,82"
"WCA","WILLOW CREEK NEAR ADIN","4360","41.108055","-120.928612","AIDEN","5","6701","999","999","704","0","2","LASSEN","PIT R","CA Dept of Water Resources/North Central Region Office","SACRAMENTO RIVER","1,14"
"WCB","NO FK WILLOW CK BLW BASS LAKE","3200","37.2933","-119.5278","BASS LAKE","6","9001","999","999","60","25","0","MADERA","SAN JOAQUIN R","Pacific Gas & Electric","SAN JOAQUIN RIVER","1,14"
"WCD","WILLOW CREEK NEAR STANDISH","4030","40.3811683654785","-120.434997558594","STANDISH","8","10401","999","999","707","10","0","LASSEN","SUSAN R","CA Dept of Water Resources/North Region Office","NORTH LAHONTAN","1,20,41"
"WCF","SOUTH FORK WILLOW CREEK NEAR FRUTO","400","39.5416717529297","-122.389999389648","FRUTO","5","6501","702","702","702","999","0","GLENN","SACRAMENTO R","CA Dept of Water Resources/DFM-Hydro-SMN","SACRAMENTO RIVER","1,4,14,16"
"WCI","WEST CANAL AT CLIFTON COURT INTAKE","0","37.8316","-121.554","BYRON","6","9001","999","999","704","23","0","CONTRA COSTA","SAN JOAQUIN R","CA Dept of Water Resources/North Central Region Office","SAN JOAQUIN RIVER","1,20,21,25,28,61,62,100,221"
"WCK","WHITEROCK CREEK","6650","35.205","-118.411","TEHACHAPI","7","9750","999","999","115","39","0","KERN","CALIENTE CR","Kern County","TULARE LAKE","14,16"
"WCN","WATER CANYON","5760","35.072","-118.484","TEHACHAPI","7","9750","999","999","115","39","0","KERN","CALIENTE CR","Kern County","TULARE LAKE","14,16"
"WCR","W-26 WILLOW CREEK AT REX RANCH","2300","37.1919","-119.493","NORTH FORK","6","9001","999","999","61","25","0","MADERA","SAN JOAQUIN R","Pacific Gas and Electric Company, Auberry","SAN JOAQUIN RIVER","1,14"
"WCV","WILLIAMS-CENTRAL VLY","85","39.15","-122.15","COLUSA","5","7101","999","999","999","12","0","COLUSA","SACTO VLY WEST",".None Specified","SACRAMENTO RIVER","2"
"WCY","WALNUT CREEK AT YGNACIO VALLEY ROAD","99","37.9069","-122.0567","WALNUT CREEK","2","2001","999","999","107","22","0","CONTRA COSTA","EAST BAY","Contra Costa County","SAN FRANCISCO BAY","1"
"WDB","WALNUT CREEK AT DIAMOND","24","37.9694517","-122.053855","WALNUT CREEK","2","2001","999","999","107","21","23","CONTRA COSTA","EAST BAY","Contra Costa County","SAN FRANCISCO BAY","1"
"WDD","CARSON RIVER WF AT WOODFORDS","5754","38.769","-119.832","WOODFORDS","8","10701","999","999","40","19","0","ALPINE","CARSON R","National Weather Service","NORTH LAHONTAN","1,14,169"
"WDF","WOODFORDS","5650","99.999","-999.999","MARKLEEVILLE","8","10701","999","999","999","999","0","ALPINE","CARSON R",".None Specified","NORTH LAHONTAN","2"
"WDG","WINDY GAP","2736","39.23437","-123.00495","REDWOOD VALLEY","1","1601","999","999","809","0","39","LAKE","RUSSIAN R","Center for Western Weather and Water Extremes ","NORTH COAST","4,9,10,12,17,26,45,276,277,278,279,280,281,282,283,284,285,286,287"
"WDH","WOODCHUCK MEADOW","8800","37.025","-118.908","DINKEY CREEK","7","9401","999","999","61","26","0","FRESNO","KINGS R","Pacific Gas and Electric Company, Auberry","TULARE LAKE","3,18,82"
"WDL","WOODLAND 1 WNW","69","38.683","-121.8","WOODLAND","5","7101","999","999","40","17","0","YOLO","SACTO VLY WEST","National Weather Service","SACRAMENTO RIVER","2"
"WDN","WIEDEMANN HILL","1850","37.738206","-121.994839","SAN RAMON","2","8101","107","107","107","0","99","CONTRA COSTA","DELTA","Contra Costa County","SAN FRANCISCO BAY","4,9,10,12,16,77"
"WED","WEED AIRPORT","2930","41.478889","-122.45472","WEED","1","401","999","999","3","3","0","SISKIYOU","SHASTA R","CA Dept of Forestry and Fire Protection","NORTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
"WFC","WEST FORK CARSON RIVER AT WOODFORDS","5755","38.769","-119.832","WOODFORDS","8","10701","999","999","58","19","0","ALPINE","CARSON R","US Geological Survey","NORTH LAHONTAN","65,66,260,261,262,263,264,265"
"WFH","WOFFORD HEIGHTS","2700","35.717","-118.45","KERNVILLE","7","9701","999","999","999","39","0","none specified","KERN R",".None Specified","TULARE LAKE","2"
"WFM","WEST FORK MOJAVE RIVER UPPER CLEGHORN","3550","34.285","-117.3711","CRESTLINE","9","11701","999","999","703","47","0","SAN BERNARDINO","MOJAVE R","CA Dept of Water Resources/Operations and Maintenance","SOUTH LAHONTAN","1,14"
"WFR","WEST BRANCH FEATHER RIVER NEAR MAGALIA","1380","39.8139839172363","-121.571182250977","MAGALIA","5","7301","999","999","707","13","0","BUTTE","FEATHER R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20"
"WGS","SACRAMENTO R AT WALNUT GROVE STAGE","22","38.239414","-121.51672","WALNUT GROVE","5","6501","999","999","704","16","2","SACRAMENTO","SACRAMENTO R","CA Dept of Water Resources/North Central Region Office","SACRAMENTO RIVER","1,14"
"WHC","WHITE CHIEF","9200","36.422","-118.592",,"7","9501","999","999","999","32","0","TULARE","KAWEAH R",".None Specified","TULARE LAKE","3,18,82"
"WHE","WHEELER LAKE","7800","38.518","-119.985","BEAR VALLEY","6","8301","999","999","67","19","0","ALPINE","MOKELUMNE R","Pacific Gas and Electric Company, Angels Camp","SAN JOAQUIN RIVER","3,18,82"
"WHI","WHISKEYTOWN DAM (USBR)","1210","40.598","-122.537","REDDING","5","6501","999","999","50","8","0","SHASTA","SACRAMENTO R","US Bureau of Reclamation","SACRAMENTO RIVER","2,6,7,8,15,22,23,45,48,71,74,76,85"
"WHK","WHISKEYTOWN DAM (OBSERVER)","1220","40.6","-122.55","REDDING","5","6501","999","999","3","8","0","SHASTA","SACRAMENTO R","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,45"
"WHM","WHITE MOUNTAIN 2","1247","99.999","-999.999",,"9","11001","999","999","999","999","0","none specified","OWENS R",".None Specified","SOUTH LAHONTAN","2"
"WHN","WHALAN","5400","41.15","-122.45","DUNSMUIR","1","901","999","999","34","3","0","TRINITY","TRINITY R","Weaverville Ranger District","NORTH COAST","3,18,82"
"WHR","WHALE ROCK","233","35.45","-120.883","CAYUCOS","3","3301","999","999","140","37","0","SAN LUIS OBISPO","SALINAS R","San Luis Obispo County","CENTRAL COAST","15"
"WHT","WHITMORE (CDF)","2454","40.6194","-121.8994","WHITMORE","5","6501","999","999","3","9","0","SHASTA","SACRAMENTO R","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
